Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01212","Cabbages","1983","1983","1000 USD","154156","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01212","Cabbages","1984","1984","1000 USD","226026","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01212","Cabbages","1985","1985","1000 USD","256960","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01212","Cabbages","1986","1986","1000 USD","354711","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01212","Cabbages","1987","1987","1000 USD","365605","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01212","Cabbages","1988","1988","1000 USD","288173","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01212","Cabbages","1989","1989","1000 USD","346025","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01212","Cabbages","1990","1990","1000 USD","400444","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01212","Cabbages","1991","1991","1000 USD","364125","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01212","Cabbages","1992","1992","1000 USD","453232","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01212","Cabbages","1993","1993","1000 USD","473033","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01212","Cabbages","1994","1994","1000 USD","529803","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01212","Cabbages","1995","1995","1000 USD","607239","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01212","Cabbages","1996","1996","1000 USD","590402","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01212","Cabbages","1997","1997","1000 USD","499933","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01212","Cabbages","1998","1998","1000 USD","544992","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01212","Cabbages","1999","1999","1000 USD","540987","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01212","Cabbages","2000","2000","1000 USD","499327","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01212","Cabbages","2001","2001","1000 USD","450379","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01212","Cabbages","2002","2002","1000 USD","460631","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01212","Cabbages","2003","2003","1000 USD","503819","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01212","Cabbages","2004","2004","1000 USD","535347","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01212","Cabbages","2005","2005","1000 USD","483102","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01212","Cabbages","2006","2006","1000 USD","473672","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01212","Cabbages","2007","2007","1000 USD","481516","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01212","Cabbages","2008","2008","1000 USD","494579","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01212","Cabbages","2009","2009","1000 USD","507436","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01212","Cabbages","2010","2010","1000 USD","517499","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01212","Cabbages","2011","2011","1000 USD","509539","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01212","Cabbages","2012","2012","1000 USD","541785","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01212","Cabbages","2013","2013","1000 USD","553211","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01212","Cabbages","2014","2014","1000 USD","536475","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01212","Cabbages","2015","2015","1000 USD","539239","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01212","Cabbages","2016","2016","1000 USD","565429","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01212","Cabbages","2017","2017","1000 USD","539015","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01212","Cabbages","2018","2018","1000 USD","526049","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01212","Cabbages","2019","2019","1000 USD","527966","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01212","Cabbages","2020","2020","1000 USD","525696","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01212","Cabbages","2021","2021","1000 USD","536041","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01212","Cabbages","2022","2022","1000 USD","561869","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01212","Cabbages","2023","2023","1000 USD","522715","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01229","Cantaloupes and other melons","1990","1990","1000 Int$","44268","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01229","Cantaloupes and other melons","1991","1991","1000 Int$","58423","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01229","Cantaloupes and other melons","1992","1992","1000 Int$","79566","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01229","Cantaloupes and other melons","1993","1993","1000 Int$","100495","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01229","Cantaloupes and other melons","1994","1994","1000 Int$","143635","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01229","Cantaloupes and other melons","1995","1995","1000 Int$","157046","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01229","Cantaloupes and other melons","1996","1996","1000 Int$","159701","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01229","Cantaloupes and other melons","1997","1997","1000 Int$","119707","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01229","Cantaloupes and other melons","1998","1998","1000 Int$","91763","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01229","Cantaloupes and other melons","1999","1999","1000 Int$","86483","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01229","Cantaloupes and other melons","2000","2000","1000 Int$","10160","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01229","Cantaloupes and other melons","2001","2001","1000 Int$","13934","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01229","Cantaloupes and other melons","2002","2002","1000 Int$","22175","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01229","Cantaloupes and other melons","2003","2003","1000 Int$","38302","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01229","Cantaloupes and other melons","2004","2004","1000 Int$","30857","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01229","Cantaloupes and other melons","2005","2005","1000 Int$","45884","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01229","Cantaloupes and other melons","2006","2006","1000 Int$","46176","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01229","Cantaloupes and other melons","2007","2007","1000 Int$","44098","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01229","Cantaloupes and other melons","2008","2008","1000 Int$","42348","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01229","Cantaloupes and other melons","2009","2009","1000 Int$","60398","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01229","Cantaloupes and other melons","2010","2010","1000 Int$","43456","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01229","Cantaloupes and other melons","2011","2011","1000 Int$","62567","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01229","Cantaloupes and other melons","2012","2012","1000 Int$","68805","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01229","Cantaloupes and other melons","2013","2013","1000 Int$","56914","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01229","Cantaloupes and other melons","2014","2014","1000 Int$","70913","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01229","Cantaloupes and other melons","2015","2015","1000 Int$","51729","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01229","Cantaloupes and other melons","2016","2016","1000 Int$","44025","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01229","Cantaloupes and other melons","2017","2017","1000 Int$","34684","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01229","Cantaloupes and other melons","2018","2018","1000 Int$","44530","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01229","Cantaloupes and other melons","2019","2019","1000 Int$","45811","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01229","Cantaloupes and other melons","2020","2020","1000 Int$","51841","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01229","Cantaloupes and other melons","2021","2021","1000 Int$","48453","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01229","Cantaloupes and other melons","2022","2022","1000 Int$","44532","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01229","Cantaloupes and other melons","2023","2023","1000 Int$","44193","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","56","Gross Production Value (current thousand SLC)","01229","Cantaloupes and other melons","2011","2011","1000 SLC","949650370","A","Official figure"
"QV","Value of Agricultural Production","360","Indonesia","56","Gross Production Value (current thousand SLC)","01229","Cantaloupes and other melons","2012","2012","1000 SLC","1083391291","A","Official figure"
"QV","Value of Agricultural Production","360","Indonesia","56","Gross Production Value (current thousand SLC)","01229","Cantaloupes and other melons","2013","2013","1000 SLC","778515789","A","Official figure"
"QV","Value of Agricultural Production","360","Indonesia","56","Gross Production Value (current thousand SLC)","01229","Cantaloupes and other melons","2014","2014","1000 SLC","1196652625","A","Official figure"
"QV","Value of Agricultural Production","360","Indonesia","56","Gross Production Value (current thousand SLC)","01229","Cantaloupes and other melons","2015","2015","1000 SLC","813178630","A","Official figure"
"QV","Value of Agricultural Production","360","Indonesia","56","Gross Production Value (current thousand SLC)","01229","Cantaloupes and other melons","2016","2016","1000 SLC","714248286","A","Official figure"
"QV","Value of Agricultural Production","360","Indonesia","56","Gross Production Value (current thousand SLC)","01229","Cantaloupes and other melons","2017","2017","1000 SLC","557887574","A","Official figure"
"QV","Value of Agricultural Production","360","Indonesia","56","Gross Production Value (current thousand SLC)","01229","Cantaloupes and other melons","2018","2018","1000 SLC","782302584","A","Official figure"
"QV","Value of Agricultural Production","360","Indonesia","56","Gross Production Value (current thousand SLC)","01229","Cantaloupes and other melons","2019","2019","1000 SLC","897852888","A","Official figure"
"QV","Value of Agricultural Production","360","Indonesia","56","Gross Production Value (current thousand SLC)","01229","Cantaloupes and other melons","2020","2020","1000 SLC","1101282461","A","Official figure"
"QV","Value of Agricultural Production","360","Indonesia","56","Gross Production Value (current thousand SLC)","01229","Cantaloupes and other melons","2021","2021","1000 SLC","1005887352","A","Official figure"
"QV","Value of Agricultural Production","360","Indonesia","56","Gross Production Value (current thousand SLC)","01229","Cantaloupes and other melons","2022","2022","1000 SLC","964745989","A","Official figure"
"QV","Value of Agricultural Production","360","Indonesia","56","Gross Production Value (current thousand SLC)","01229","Cantaloupes and other melons","2023","2023","1000 SLC","1050301441","A","Official figure"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01229","Cantaloupes and other melons","1990","1990","1000 SLC","720376678","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01229","Cantaloupes and other melons","1991","1991","1000 SLC","950721296","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01229","Cantaloupes and other melons","1992","1992","1000 SLC","1294768499","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01229","Cantaloupes and other melons","1993","1993","1000 SLC","1635340596","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01229","Cantaloupes and other melons","1994","1994","1000 SLC","2337360185","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01229","Cantaloupes and other melons","1995","1995","1000 SLC","2555605670","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01229","Cantaloupes and other melons","1996","1996","1000 SLC","2598800054","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01229","Cantaloupes and other melons","1997","1997","1000 SLC","1947984313","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01229","Cantaloupes and other melons","1998","1998","1000 SLC","1493249708","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01229","Cantaloupes and other melons","1999","1999","1000 SLC","1407324936","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01229","Cantaloupes and other melons","2000","2000","1000 SLC","165335282","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01229","Cantaloupes and other melons","2001","2001","1000 SLC","226747623","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01229","Cantaloupes and other melons","2002","2002","1000 SLC","360854739","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01229","Cantaloupes and other melons","2003","2003","1000 SLC","623293440","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01229","Cantaloupes and other melons","2004","2004","1000 SLC","502129376","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01229","Cantaloupes and other melons","2005","2005","1000 SLC","746667591","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01229","Cantaloupes and other melons","2006","2006","1000 SLC","751417447","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01229","Cantaloupes and other melons","2007","2007","1000 SLC","717606775","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01229","Cantaloupes and other melons","2008","2008","1000 SLC","689119850","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01229","Cantaloupes and other melons","2009","2009","1000 SLC","982845143","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01229","Cantaloupes and other melons","2010","2010","1000 SLC","707160755","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01229","Cantaloupes and other melons","2011","2011","1000 SLC","1018154217","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01229","Cantaloupes and other melons","2012","2012","1000 SLC","1119665599","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01229","Cantaloupes and other melons","2013","2013","1000 SLC","926159642","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01229","Cantaloupes and other melons","2014","2014","1000 SLC","1153961025","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01229","Cantaloupes and other melons","2015","2015","1000 SLC","841780709","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01229","Cantaloupes and other melons","2016","2016","1000 SLC","716410153","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01229","Cantaloupes and other melons","2017","2017","1000 SLC","564402552","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01229","Cantaloupes and other melons","2018","2018","1000 SLC","724633876","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01229","Cantaloupes and other melons","2019","2019","1000 SLC","745480127","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01229","Cantaloupes and other melons","2020","2020","1000 SLC","843600307","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01229","Cantaloupes and other melons","2021","2021","1000 SLC","788470353","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01229","Cantaloupes and other melons","2022","2022","1000 SLC","724663248","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01229","Cantaloupes and other melons","2023","2023","1000 SLC","719156333","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","57","Gross Production Value (current thousand US$)","01229","Cantaloupes and other melons","2011","2011","1000 USD","108279","A","Official figure"
"QV","Value of Agricultural Production","360","Indonesia","57","Gross Production Value (current thousand US$)","01229","Cantaloupes and other melons","2012","2012","1000 USD","115419","A","Official figure"
"QV","Value of Agricultural Production","360","Indonesia","57","Gross Production Value (current thousand US$)","01229","Cantaloupes and other melons","2013","2013","1000 USD","74419","A","Official figure"
"QV","Value of Agricultural Production","360","Indonesia","57","Gross Production Value (current thousand US$)","01229","Cantaloupes and other melons","2014","2014","1000 USD","100854","A","Official figure"
"QV","Value of Agricultural Production","360","Indonesia","57","Gross Production Value (current thousand US$)","01229","Cantaloupes and other melons","2015","2015","1000 USD","60733","A","Official figure"
"QV","Value of Agricultural Production","360","Indonesia","57","Gross Production Value (current thousand US$)","01229","Cantaloupes and other melons","2016","2016","1000 USD","53669","A","Official figure"
"QV","Value of Agricultural Production","360","Indonesia","57","Gross Production Value (current thousand US$)","01229","Cantaloupes and other melons","2017","2017","1000 USD","41693","A","Official figure"
"QV","Value of Agricultural Production","360","Indonesia","57","Gross Production Value (current thousand US$)","01229","Cantaloupes and other melons","2018","2018","1000 USD","54949","A","Official figure"
"QV","Value of Agricultural Production","360","Indonesia","57","Gross Production Value (current thousand US$)","01229","Cantaloupes and other melons","2019","2019","1000 USD","63463","A","Official figure"
"QV","Value of Agricultural Production","360","Indonesia","57","Gross Production Value (current thousand US$)","01229","Cantaloupes and other melons","2020","2020","1000 USD","75522","A","Official figure"
"QV","Value of Agricultural Production","360","Indonesia","57","Gross Production Value (current thousand US$)","01229","Cantaloupes and other melons","2021","2021","1000 USD","70302","A","Official figure"
"QV","Value of Agricultural Production","360","Indonesia","57","Gross Production Value (current thousand US$)","01229","Cantaloupes and other melons","2022","2022","1000 USD","64967","A","Official figure"
"QV","Value of Agricultural Production","360","Indonesia","57","Gross Production Value (current thousand US$)","01229","Cantaloupes and other melons","2023","2023","1000 USD","68932","A","Official figure"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01229","Cantaloupes and other melons","1990","1990","1000 USD","56300","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01229","Cantaloupes and other melons","1991","1991","1000 USD","74302","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01229","Cantaloupes and other melons","1992","1992","1000 USD","101191","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01229","Cantaloupes and other melons","1993","1993","1000 USD","127808","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01229","Cantaloupes and other melons","1994","1994","1000 USD","182673","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01229","Cantaloupes and other melons","1995","1995","1000 USD","199729","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01229","Cantaloupes and other melons","1996","1996","1000 USD","203105","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01229","Cantaloupes and other melons","1997","1997","1000 USD","152242","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01229","Cantaloupes and other melons","1998","1998","1000 USD","116703","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01229","Cantaloupes and other melons","1999","1999","1000 USD","109987","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01229","Cantaloupes and other melons","2000","2000","1000 USD","12922","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01229","Cantaloupes and other melons","2001","2001","1000 USD","17721","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01229","Cantaloupes and other melons","2002","2002","1000 USD","28202","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01229","Cantaloupes and other melons","2003","2003","1000 USD","48713","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01229","Cantaloupes and other melons","2004","2004","1000 USD","39243","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01229","Cantaloupes and other melons","2005","2005","1000 USD","58355","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01229","Cantaloupes and other melons","2006","2006","1000 USD","58726","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01229","Cantaloupes and other melons","2007","2007","1000 USD","56083","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01229","Cantaloupes and other melons","2008","2008","1000 USD","53857","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01229","Cantaloupes and other melons","2009","2009","1000 USD","76813","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01229","Cantaloupes and other melons","2010","2010","1000 USD","55267","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01229","Cantaloupes and other melons","2011","2011","1000 USD","79572","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01229","Cantaloupes and other melons","2012","2012","1000 USD","87506","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01229","Cantaloupes and other melons","2013","2013","1000 USD","72383","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01229","Cantaloupes and other melons","2014","2014","1000 USD","90186","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","58","Gross Production Value (constant 2014-2016 thousand US$)","01229","Cantaloupes and other melons","2015","2015","1000 USD","65788","E","Estimated value"
