Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","1961","1961","1000 Int$","453","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","1962","1962","1000 Int$","453","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","1963","1963","1000 Int$","453","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","1964","1964","1000 Int$","339","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","1965","1965","1000 Int$","339","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","1966","1966","1000 Int$","339","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","1967","1967","1000 Int$","339","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","1968","1968","1000 Int$","453","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","1969","1969","1000 Int$","430","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","1970","1970","1000 Int$","792","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","1971","1971","1000 Int$","1131","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","1972","1972","1000 Int$","1471","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","1973","1973","1000 Int$","1131","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","1974","1974","1000 Int$","566","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","1975","1975","1000 Int$","243","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","1976","1976","1000 Int$","229","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","1977","1977","1000 Int$","232","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","1978","1978","1000 Int$","217","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","1979","1979","1000 Int$","245","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","1980","1980","1000 Int$","284","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","1981","1981","1000 Int$","327","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","1982","1982","1000 Int$","393","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","1983","1983","1000 Int$","451","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","1984","1984","1000 Int$","474","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","1985","1985","1000 Int$","324","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","1986","1986","1000 Int$","362","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","1987","1987","1000 Int$","480","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","1988","1988","1000 Int$","509","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","1989","1989","1000 Int$","520","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","1990","1990","1000 Int$","566","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","1991","1991","1000 Int$","569","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","1992","1992","1000 Int$","588","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","1993","1993","1000 Int$","656","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","1994","1994","1000 Int$","713","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","1995","1995","1000 Int$","679","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","1996","1996","1000 Int$","644","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","1997","1997","1000 Int$","622","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","1998","1998","1000 Int$","601","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","1999","1999","1000 Int$","581","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","2000","2000","1000 Int$","563","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","2001","2001","1000 Int$","547","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","2002","2002","1000 Int$","533","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","2003","2003","1000 Int$","527","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","2004","2004","1000 Int$","521","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","2005","2005","1000 Int$","516","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","2006","2006","1000 Int$","515","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","2007","2007","1000 Int$","518","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","2008","2008","1000 Int$","526","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","2009","2009","1000 Int$","539","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","2010","2010","1000 Int$","557","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","2011","2011","1000 Int$","581","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","2012","2012","1000 Int$","588","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","2013","2013","1000 Int$","679","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","2014","2014","1000 Int$","736","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","2015","2015","1000 Int$","550","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","2016","2016","1000 Int$","655","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","2017","2017","1000 Int$","651","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","2018","2018","1000 Int$","642","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","2019","2019","1000 Int$","634","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","2020","2020","1000 Int$","627","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","2021","2021","1000 Int$","628","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","2022","2022","1000 Int$","629","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01929.07","Abaca, manila hemp, raw","2023","2023","1000 Int$","632","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","1961","1961","1000 Int$","35760","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","1962","1962","1000 Int$","35760","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","1963","1963","1000 Int$","35760","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","1964","1964","1000 Int$","38510","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","1965","1965","1000 Int$","38510","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","1966","1966","1000 Int$","38510","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","1967","1967","1000 Int$","38510","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","1968","1968","1000 Int$","38510","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","1969","1969","1000 Int$","41261","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","1970","1970","1000 Int$","41261","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","1971","1971","1000 Int$","41261","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","1972","1972","1000 Int$","41261","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","1973","1973","1000 Int$","44012","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","1974","1974","1000 Int$","44012","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","1975","1975","1000 Int$","44012","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","1976","1976","1000 Int$","44012","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","1977","1977","1000 Int$","46763","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","1978","1978","1000 Int$","46763","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","1979","1979","1000 Int$","46763","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","1980","1980","1000 Int$","46763","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","1981","1981","1000 Int$","49513","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","1982","1982","1000 Int$","49513","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","1983","1983","1000 Int$","49513","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","1984","1984","1000 Int$","51618","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","1985","1985","1000 Int$","53590","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","1986","1986","1000 Int$","56847","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","1987","1987","1000 Int$","52977","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","1988","1988","1000 Int$","50490","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","1989","1989","1000 Int$","57584","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","1990","1990","1000 Int$","180787","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","1991","1991","1000 Int$","179285","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","1992","1992","1000 Int$","174590","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","1993","1993","1000 Int$","180641","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","1994","1994","1000 Int$","237403","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","1995","1995","1000 Int$","252524","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","1996","1996","1000 Int$","257791","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","1997","1997","1000 Int$","252282","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","1998","1998","1000 Int$","294720","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","1999","1999","1000 Int$","263285","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","2000","2000","1000 Int$","295507","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","2001","2001","1000 Int$","358334","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","2002","2002","1000 Int$","332510","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","2003","2003","1000 Int$","367813","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","2004","2004","1000 Int$","345837","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","2005","2005","1000 Int$","394352","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","2006","2006","1000 Int$","420878","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","2007","2007","1000 Int$","443623","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","2008","2008","1000 Int$","463484","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","2009","2009","1000 Int$","486882","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","2010","2010","1000 Int$","506962","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","2011","2011","1000 Int$","503661","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","2012","2012","1000 Int$","495134","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","2013","2013","1000 Int$","336375","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","2014","2014","1000 Int$","129208","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","2015","2015","1000 Int$","164112","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","2016","2016","1000 Int$","159774","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","2017","2017","1000 Int$","169955","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","2018","2018","1000 Int$","170912","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","2019","2019","1000 Int$","179612","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","2020","2020","1000 Int$","183578","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","2021","2021","1000 Int$","230818","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","2022","2022","1000 Int$","243460","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","152","Gross Production Value (constant 2014-2016 thousand I$)","01379.01","Areca nuts","2023","2023","1000 Int$","228892","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","56","Gross Production Value (current thousand SLC)","01379.01","Areca nuts","2011","2011","1000 SLC","787745637","A","Official figure"
"QV","Value of Agricultural Production","360","Indonesia","56","Gross Production Value (current thousand SLC)","01379.01","Areca nuts","2012","2012","1000 SLC","731727000","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","56","Gross Production Value (current thousand SLC)","01379.01","Areca nuts","2013","2013","1000 SLC","531114326","A","Official figure"
"QV","Value of Agricultural Production","360","Indonesia","56","Gross Production Value (current thousand SLC)","01379.01","Areca nuts","2014","2014","1000 SLC","200273107","A","Official figure"
"QV","Value of Agricultural Production","360","Indonesia","56","Gross Production Value (current thousand SLC)","01379.01","Areca nuts","2015","2015","1000 SLC","346935874","A","Official figure"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01379.01","Areca nuts","1961","1961","1000 SLC","69479174","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01379.01","Areca nuts","1962","1962","1000 SLC","69479174","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01379.01","Areca nuts","1963","1963","1000 SLC","69479174","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01379.01","Areca nuts","1964","1964","1000 SLC","74823726","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01379.01","Areca nuts","1965","1965","1000 SLC","74823726","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01379.01","Areca nuts","1966","1966","1000 SLC","74823726","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01379.01","Areca nuts","1967","1967","1000 SLC","74823726","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01379.01","Areca nuts","1968","1968","1000 SLC","74823726","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01379.01","Areca nuts","1969","1969","1000 SLC","80168278","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01379.01","Areca nuts","1970","1970","1000 SLC","80168278","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01379.01","Areca nuts","1971","1971","1000 SLC","80168278","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01379.01","Areca nuts","1972","1972","1000 SLC","80168278","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01379.01","Areca nuts","1973","1973","1000 SLC","85512830","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01379.01","Areca nuts","1974","1974","1000 SLC","85512830","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01379.01","Areca nuts","1975","1975","1000 SLC","85512830","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01379.01","Areca nuts","1976","1976","1000 SLC","85512830","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01379.01","Areca nuts","1977","1977","1000 SLC","90857382","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01379.01","Areca nuts","1978","1978","1000 SLC","90857382","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01379.01","Areca nuts","1979","1979","1000 SLC","90857382","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01379.01","Areca nuts","1980","1980","1000 SLC","90857382","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01379.01","Areca nuts","1981","1981","1000 SLC","96201934","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01379.01","Areca nuts","1982","1982","1000 SLC","96201934","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01379.01","Areca nuts","1983","1983","1000 SLC","96201934","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01379.01","Areca nuts","1984","1984","1000 SLC","100290516","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01379.01","Areca nuts","1985","1985","1000 SLC","104122560","E","Estimated value"
"QV","Value of Agricultural Production","360","Indonesia","55","Gross Production Value (constant 2014-2016 thousand SLC)","01379.01","Areca nuts","1986","1986","1000 SLC","110450509","E","Estimated value"
